,1,best_score,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
24,,0.8563959861708408,,,,,,,,,,,,,,,,,,,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.768403743991905}, {'clf': 'RBF SVM', 'auc': 0.7169238552997723}, {'clf': 'Gaussian Process', 'auc': 0.7837085757652417}, {'clf': 'Neural Net', 'auc': 0.7767096719790876}, {'clf': 'AdaBoost', 'auc': 0.7378362425162324}, {'clf': 'Naive Bayes', 'auc': 0.7048233409225061}, {'clf': 'Logistic Regression', 'auc': 0.7534783708575765}, {'clf': 'Ridge Classifier', 'auc': 0.7609410574247407}, {'clf': 'SGD Classifier', 'auc': 0.7580740365966776}, {'clf': 'Lars', 'auc': 0.45703684965005476}, {'clf': 'Linear Regression', 'auc': 0.8502403238047053}, {'clf': 'Ridge', 'auc': 0.8549624757568091}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8472889788346404}, {'clf': 'LassoLars CV', 'auc': 0.8513365376507294}, {'clf': 'LassoLars IC', 'auc': 0.8531916687747703}, {'clf': 'ARD Regression', 'auc': 0.8530230204907666}, {'clf': 'Bayesian Ridge', 'auc': 0.8563959861708408}, {'clf': 'Huber Regressor', 'auc': 0.8355679230963825}, {'clf': 'Theil Sen Regressor', 'auc': 0.8472046546926384}, {'clf': 'Poisson Regressor', 'auc': 0.8423138544565308}, {'clf': 'Tweedie Regressor', 'auc': 0.8548781516148073}]",,,,,
14,,0.8517581583607388,,,,,,,,,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.768403743991905}, {'clf': 'RBF SVM', 'auc': 0.7373724597352221}, {'clf': 'Gaussian Process', 'auc': 0.7876718104393289}, {'clf': 'Neural Net', 'auc': 0.7727464373050005}, {'clf': 'AdaBoost', 'auc': 0.7353486803271777}, {'clf': 'Naive Bayes', 'auc': 0.7351378699721731}, {'clf': 'Logistic Regression', 'auc': 0.7534783708575765}, {'clf': 'Ridge Classifier', 'auc': 0.7634286196137954}, {'clf': 'SGD Classifier', 'auc': 0.7609410574247407}, {'clf': 'Lars', 'auc': 0.7505691879585126}, {'clf': 'Linear Regression', 'auc': 0.8432414200185512}, {'clf': 'Ridge', 'auc': 0.8456868201366051}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8445906062905809}, {'clf': 'LassoLars IC', 'auc': 0.8460241167046125}, {'clf': 'ARD Regression', 'auc': 0.839362509486466}, {'clf': 'Bayesian Ridge', 'auc': 0.8470360064086347}, {'clf': 'Huber Regressor', 'auc': 0.8211484948140653}, {'clf': 'Theil Sen Regressor', 'auc': 0.8202209292520449}, {'clf': 'Poisson Regressor', 'auc': 0.8319419849903027}, {'clf': 'Tweedie Regressor', 'auc': 0.8517581583607388}]",,,,,,,,,,,,,,,
11,,0.8515895100767349,,,,,,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.768403743991905}, {'clf': 'RBF SVM', 'auc': 0.7443713635213761}, {'clf': 'Gaussian Process', 'auc': 0.7841723585462518}, {'clf': 'Neural Net', 'auc': 0.7802091238721647}, {'clf': 'AdaBoost', 'auc': 0.7512859431655282}, {'clf': 'Naive Bayes', 'auc': 0.7296146386710515}, {'clf': 'Logistic Regression', 'auc': 0.758453495235686}, {'clf': 'Ridge Classifier', 'auc': 0.768403743991905}, {'clf': 'SGD Classifier', 'auc': 0.7461000084324142}, {'clf': 'Lars', 'auc': 0.5626949995783792}, {'clf': 'Linear Regression', 'auc': 0.8410489923265031}, {'clf': 'Ridge', 'auc': 0.8442533097225735}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8410489923265031}, {'clf': 'LassoLars IC', 'auc': 0.8410489923265031}, {'clf': 'ARD Regression', 'auc': 0.8383506197824439}, {'clf': 'Bayesian Ridge', 'auc': 0.8472889788346404}, {'clf': 'Huber Regressor', 'auc': 0.8104393287798297}, {'clf': 'Theil Sen Regressor', 'auc': 0.8168479635719705}, {'clf': 'Poisson Regressor', 'auc': 0.8315203642802934}, {'clf': 'Tweedie Regressor', 'auc': 0.8515895100767349}]",,,,,,,,,,,,,,,,,,
12,,0.8513365376507295,,,,,,,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.768403743991905}, {'clf': 'RBF SVM', 'auc': 0.7383843494392445}, {'clf': 'Gaussian Process', 'auc': 0.7926469348174383}, {'clf': 'Neural Net', 'auc': 0.7876718104393289}, {'clf': 'AdaBoost', 'auc': 0.7268741040559912}, {'clf': 'Naive Bayes', 'auc': 0.741588666835315}, {'clf': 'Logistic Regression', 'auc': 0.7694156336959271}, {'clf': 'Ridge Classifier', 'auc': 0.768403743991905}, {'clf': 'SGD Classifier', 'auc': 0.7719031958849818}, {'clf': 'Lars', 'auc': 0.5421199089299267}, {'clf': 'Linear Regression', 'auc': 0.8441689855805717}, {'clf': 'Ridge', 'auc': 0.846277089130618}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.844590606290581}, {'clf': 'LassoLars IC', 'auc': 0.8464457374146217}, {'clf': 'ARD Regression', 'auc': 0.8389408887764567}, {'clf': 'Bayesian Ridge', 'auc': 0.8490597858166793}, {'clf': 'Huber Regressor', 'auc': 0.8196306602580319}, {'clf': 'Theil Sen Regressor', 'auc': 0.8258706467661692}, {'clf': 'Poisson Regressor', 'auc': 0.8355679230963825}, {'clf': 'Tweedie Regressor', 'auc': 0.8513365376507295}]",,,,,,,,,,,,,,,,,
13,,0.8510835652247238,,,,,,,,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.768403743991905}, {'clf': 'RBF SVM', 'auc': 0.7373724597352221}, {'clf': 'Gaussian Process', 'auc': 0.7901593726283836}, {'clf': 'Neural Net', 'auc': 0.7876718104393289}, {'clf': 'AdaBoost', 'auc': 0.7413356944093094}, {'clf': 'Naive Bayes', 'auc': 0.7316384180790962}, {'clf': 'Logistic Regression', 'auc': 0.7534783708575765}, {'clf': 'Ridge Classifier', 'auc': 0.7634286196137954}, {'clf': 'SGD Classifier', 'auc': 0.795766928071507}, {'clf': 'Lars', 'auc': 0.5097394384012143}, {'clf': 'Linear Regression', 'auc': 0.8423981785985327}, {'clf': 'Ridge', 'auc': 0.8445062821485791}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8442533097225736}, {'clf': 'LassoLars IC', 'auc': 0.8460241167046125}, {'clf': 'ARD Regression', 'auc': 0.839362509486466}, {'clf': 'Bayesian Ridge', 'auc': 0.8471203305506366}, {'clf': 'Huber Regressor', 'auc': 0.8200522809680412}, {'clf': 'Theil Sen Regressor', 'auc': 0.831183067712286}, {'clf': 'Poisson Regressor', 'auc': 0.8328695505523231}, {'clf': 'Tweedie Regressor', 'auc': 0.8510835652247238}]",,,,,,,,,,,,,,,,
10,,0.8464457374146218,,,,,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.7659161818028501}, {'clf': 'RBF SVM', 'auc': 0.7358967872501898}, {'clf': 'Gaussian Process', 'auc': 0.7841723585462518}, {'clf': 'Neural Net', 'auc': 0.7986339488995701}, {'clf': 'AdaBoost', 'auc': 0.7767096719790876}, {'clf': 'Naive Bayes', 'auc': 0.7345897630491609}, {'clf': 'Logistic Regression', 'auc': 0.7754026477780589}, {'clf': 'Ridge Classifier', 'auc': 0.7559659330466313}, {'clf': 'SGD Classifier', 'auc': 0.76545239902184}, {'clf': 'Lars', 'auc': 0.8409646681845013}, {'clf': 'Linear Regression', 'auc': 0.8409646681845013}, {'clf': 'Ridge', 'auc': 0.8420608820305253}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8409646681845013}, {'clf': 'LassoLars IC', 'auc': 0.8410489923265032}, {'clf': 'ARD Regression', 'auc': 0.8401214267644826}, {'clf': 'Bayesian Ridge', 'auc': 0.8444219580065774}, {'clf': 'Huber Regressor', 'auc': 0.8098490597858168}, {'clf': 'Theil Sen Regressor', 'auc': 0.8194620119740281}, {'clf': 'Poisson Regressor', 'auc': 0.8250274053461506}, {'clf': 'Tweedie Regressor', 'auc': 0.8464457374146218}]",,,,,,,,,,,,,,,,,,,
8,,0.8460241167046125,,,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.7634286196137954}, {'clf': 'RBF SVM', 'auc': 0.7383843494392445}, {'clf': 'Gaussian Process', 'auc': 0.7841723585462518}, {'clf': 'Neural Net', 'auc': 0.7841723585462518}, {'clf': 'AdaBoost', 'auc': 0.7273378868370015}, {'clf': 'Naive Bayes', 'auc': 0.74454001180538}, {'clf': 'Logistic Regression', 'auc': 0.7544902605615987}, {'clf': 'Ridge Classifier', 'auc': 0.7619529471287629}, {'clf': 'SGD Classifier', 'auc': 0.74454001180538}, {'clf': 'Lars', 'auc': 0.8304241504342693}, {'clf': 'Linear Regression', 'auc': 0.8304241504342693}, {'clf': 'Ridge', 'auc': 0.8329538746943249}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8304241504342693}, {'clf': 'LassoLars IC', 'auc': 0.8368327852264104}, {'clf': 'ARD Regression', 'auc': 0.8305084745762713}, {'clf': 'Bayesian Ridge', 'auc': 0.8354835989543805}, {'clf': 'Huber Regressor', 'auc': 0.798043679905557}, {'clf': 'Theil Sen Regressor', 'auc': 0.8181971498440004}, {'clf': 'Poisson Regressor', 'auc': 0.8299182055822582}, {'clf': 'Tweedie Regressor', 'auc': 0.8460241167046125}]",,,,,,,,,,,,,,,,,,,,,
7,,0.8456024959946032,,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.758453495235686}, {'clf': 'RBF SVM', 'auc': 0.7468589257104309}, {'clf': 'Gaussian Process', 'auc': 0.7672232060038788}, {'clf': 'Neural Net', 'auc': 0.7961463867105153}, {'clf': 'AdaBoost', 'auc': 0.705413609916519}, {'clf': 'Naive Bayes', 'auc': 0.7520026983725441}, {'clf': 'Logistic Regression', 'auc': 0.7544902605615987}, {'clf': 'Ridge Classifier', 'auc': 0.7619529471287629}, {'clf': 'SGD Classifier', 'auc': 0.7568091744666497}, {'clf': 'Lars', 'auc': 0.8304241504342693}, {'clf': 'Linear Regression', 'auc': 0.8304241504342693}, {'clf': 'Ridge', 'auc': 0.8329538746943249}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8304241504342693}, {'clf': 'LassoLars IC', 'auc': 0.8304241504342693}, {'clf': 'ARD Regression', 'auc': 0.8304241504342694}, {'clf': 'Bayesian Ridge', 'auc': 0.8354835989543806}, {'clf': 'Huber Regressor', 'auc': 0.798043679905557}, {'clf': 'Theil Sen Regressor', 'auc': 0.8101863563538241}, {'clf': 'Poisson Regressor', 'auc': 0.8348090058183658}, {'clf': 'Tweedie Regressor', 'auc': 0.8456024959946032}]",,,,,,,,,,,,,,,,,,,,,,
9,,0.8453495235685977,,,,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.7634286196137954}, {'clf': 'RBF SVM', 'auc': 0.7358967872501898}, {'clf': 'Gaussian Process', 'auc': 0.7756977822750654}, {'clf': 'Neural Net', 'auc': 0.7961463867105153}, {'clf': 'AdaBoost', 'auc': 0.7308373387300784}, {'clf': 'Naive Bayes', 'auc': 0.74454001180538}, {'clf': 'Logistic Regression', 'auc': 0.7754026477780589}, {'clf': 'Ridge Classifier', 'auc': 0.7609410574247407}, {'clf': 'SGD Classifier', 'auc': 0.7420524496163251}, {'clf': 'Lars', 'auc': 0.8391095370604604}, {'clf': 'Linear Regression', 'auc': 0.8391095370604604}, {'clf': 'Ridge', 'auc': 0.8418079096045198}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8400371026224808}, {'clf': 'LassoLars IC', 'auc': 0.8391095370604604}, {'clf': 'ARD Regression', 'auc': 0.8409646681845012}, {'clf': 'Bayesian Ridge', 'auc': 0.8434943924445569}, {'clf': 'Huber Regressor', 'auc': 0.8132220254658908}, {'clf': 'Theil Sen Regressor', 'auc': 0.821991736234084}, {'clf': 'Poisson Regressor', 'auc': 0.825954970908171}, {'clf': 'Tweedie Regressor', 'auc': 0.8453495235685977}]",,,,,,,,,,,,,,,,,,,,
4,,0.823003625938106,,,,"[{'clf': 'Linear SVM', 'auc': 0.7460156842904123}, {'clf': 'RBF SVM', 'auc': 0.7393962391432667}, {'clf': 'Gaussian Process', 'auc': 0.7308373387300784}, {'clf': 'Neural Net', 'auc': 0.7378362425162324}, {'clf': 'AdaBoost', 'auc': 0.6919639092672232}, {'clf': 'Naive Bayes', 'auc': 0.7410405599123029}, {'clf': 'Logistic Regression', 'auc': 0.7385529977232481}, {'clf': 'Ridge Classifier', 'auc': 0.7340416561261489}, {'clf': 'SGD Classifier', 'auc': 0.731090311156084}, {'clf': 'Lars', 'auc': 0.8025128594316553}, {'clf': 'Linear Regression', 'auc': 0.8144868875959186}, {'clf': 'Ridge', 'auc': 0.8178598532759929}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8148241841639261}, {'clf': 'LassoLars IC', 'auc': 0.8144868875959186}, {'clf': 'ARD Regression', 'auc': 0.8175225567079856}, {'clf': 'Bayesian Ridge', 'auc': 0.8185344464120077}, {'clf': 'Huber Regressor', 'auc': 0.8030188042836665}, {'clf': 'Theil Sen Regressor', 'auc': 0.7756134581330634}, {'clf': 'Poisson Regressor', 'auc': 0.823003625938106}, {'clf': 'Tweedie Regressor', 'auc': 0.8224133569440931}]",,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.821317143098069,,,"[{'clf': 'Linear SVM', 'auc': 0.7460156842904123}, {'clf': 'RBF SVM', 'auc': 0.7393962391432667}, {'clf': 'Gaussian Process', 'auc': 0.7308373387300784}, {'clf': 'Neural Net', 'auc': 0.7498102706804958}, {'clf': 'AdaBoost', 'auc': 0.711400623998651}, {'clf': 'Naive Bayes', 'auc': 0.7534783708575765}, {'clf': 'Logistic Regression', 'auc': 0.7191162829918205}, {'clf': 'Ridge Classifier', 'auc': 0.7340416561261489}, {'clf': 'SGD Classifier', 'auc': 0.7185681760688085}, {'clf': 'Lars', 'auc': 0.8130533771818872}, {'clf': 'Linear Regression', 'auc': 0.8130533771818872}, {'clf': 'Ridge', 'auc': 0.8172695842819799}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8130533771818872}, {'clf': 'LassoLars IC', 'auc': 0.8130533771818872}, {'clf': 'ARD Regression', 'auc': 0.8175225567079856}, {'clf': 'Bayesian Ridge', 'auc': 0.8165106670039631}, {'clf': 'Huber Regressor', 'auc': 0.8026815077156589}, {'clf': 'Theil Sen Regressor', 'auc': 0.7923096382494308}, {'clf': 'Poisson Regressor', 'auc': 0.8197149844000338}, {'clf': 'Tweedie Regressor', 'auc': 0.821317143098069}]",,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.8204739016780503,,"[{'clf': 'Linear SVM', 'auc': 0.7435281221013577}, {'clf': 'RBF SVM', 'auc': 0.7757821064170672}, {'clf': 'Gaussian Process', 'auc': 0.7283497765410237}, {'clf': 'Neural Net', 'auc': 0.7547853950586052}, {'clf': 'AdaBoost', 'auc': 0.6994265958343874}, {'clf': 'Naive Bayes', 'auc': 0.7574416055316636}, {'clf': 'Logistic Regression', 'auc': 0.7236276245889198}, {'clf': 'Ridge Classifier', 'auc': 0.7261151867779745}, {'clf': 'SGD Classifier', 'auc': 0.6649380217556287}, {'clf': 'Lars', 'auc': 0.8123787840458724}, {'clf': 'Linear Regression', 'auc': 0.8123787840458724}, {'clf': 'Ridge', 'auc': 0.8128004047558817}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8177755291339911}, {'clf': 'LassoLars IC', 'auc': 0.8123787840458724}, {'clf': 'ARD Regression', 'auc': 0.8164263428619614}, {'clf': 'Bayesian Ridge', 'auc': 0.8141495910279114}, {'clf': 'Huber Regressor', 'auc': 0.7122860274896703}, {'clf': 'Theil Sen Regressor', 'auc': 0.7874188380133234}, {'clf': 'Poisson Regressor', 'auc': 0.8204739016780503}, {'clf': 'Tweedie Regressor', 'auc': 0.8194620119740282}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.8184501222700059,"[{'clf': 'Linear SVM', 'auc': 0.7460156842904123}, {'clf': 'RBF SVM', 'auc': 0.7633442954717936}, {'clf': 'Gaussian Process', 'auc': 0.7368243528122101}, {'clf': 'Neural Net', 'auc': 0.7522978328695505}, {'clf': 'AdaBoost', 'auc': 0.7074373893245638}, {'clf': 'Naive Bayes', 'auc': 0.7728307614470022}, {'clf': 'Logistic Regression', 'auc': 0.7286027489670293}, {'clf': 'Ridge Classifier', 'auc': 0.7286027489670293}, {'clf': 'SGD Classifier', 'auc': 0.7265789695589847}, {'clf': 'Lars', 'auc': 0.8176912049919891}, {'clf': 'Linear Regression', 'auc': 0.8176912049919891}, {'clf': 'Ridge', 'auc': 0.8176912049919891}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8176912049919891}, {'clf': 'LassoLars IC', 'auc': 0.8176912049919891}, {'clf': 'ARD Regression', 'auc': 0.8184501222700059}, {'clf': 'Bayesian Ridge', 'auc': 0.8175225567079856}, {'clf': 'Huber Regressor', 'auc': 0.7177670967197909}, {'clf': 'Theil Sen Regressor', 'auc': 0.7958512522135087}, {'clf': 'Poisson Regressor', 'auc': 0.8084155493717852}, {'clf': 'Tweedie Regressor', 'auc': 0.8090901425078001}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.8173539084239817,,,,,"[{'clf': 'Linear SVM', 'auc': 0.7460156842904123}, {'clf': 'RBF SVM', 'auc': 0.736908676954212}, {'clf': 'Gaussian Process', 'auc': 0.7587486297326924}, {'clf': 'Neural Net', 'auc': 0.7756977822750654}, {'clf': 'AdaBoost', 'auc': 0.7428113668943418}, {'clf': 'Naive Bayes', 'auc': 0.7385529977232481}, {'clf': 'Logistic Regression', 'auc': 0.7201281726958428}, {'clf': 'Ridge Classifier', 'auc': 0.7265789695589847}, {'clf': 'SGD Classifier', 'auc': 0.7265789695589847}, {'clf': 'Lars', 'auc': 0.8014166455856311}, {'clf': 'Linear Regression', 'auc': 0.8014166455856311}, {'clf': 'Ridge', 'auc': 0.8052955561177165}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8068133906737499}, {'clf': 'LassoLars IC', 'auc': 0.8079096045197739}, {'clf': 'ARD Regression', 'auc': 0.8068977148157517}, {'clf': 'Bayesian Ridge', 'auc': 0.8074036596677628}, {'clf': 'Huber Regressor', 'auc': 0.7909604519774012}, {'clf': 'Theil Sen Regressor', 'auc': 0.7800826376591616}, {'clf': 'Poisson Regressor', 'auc': 0.8150771565899317}, {'clf': 'Tweedie Regressor', 'auc': 0.8173539084239817}]",,,,,,,,,,,,,,,,,,,,,,,,
6,,0.8155831014419428,,,,,,"[{'clf': 'Linear SVM', 'auc': 0.7460156842904123}, {'clf': 'RBF SVM', 'auc': 0.7393962391432667}, {'clf': 'Gaussian Process', 'auc': 0.7672232060038788}, {'clf': 'Neural Net', 'auc': 0.7732102200860107}, {'clf': 'AdaBoost', 'auc': 0.7428113668943418}, {'clf': 'Naive Bayes', 'auc': 0.7470275739944345}, {'clf': 'Logistic Regression', 'auc': 0.7226157348848975}, {'clf': 'Ridge Classifier', 'auc': 0.7265789695589847}, {'clf': 'SGD Classifier', 'auc': 0.6842060882030526}, {'clf': 'Lars', 'auc': 0.8014166455856311}, {'clf': 'Linear Regression', 'auc': 0.8014166455856311}, {'clf': 'Ridge', 'auc': 0.8054642044017203}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8068133906737499}, {'clf': 'LassoLars IC', 'auc': 0.8079096045197739}, {'clf': 'ARD Regression', 'auc': 0.8068977148157517}, {'clf': 'Bayesian Ridge', 'auc': 0.8074036596677628}, {'clf': 'Huber Regressor', 'auc': 0.7909604519774012}, {'clf': 'Theil Sen Regressor', 'auc': 0.7784804789611266}, {'clf': 'Poisson Regressor', 'auc': 0.8105236529218315}, {'clf': 'Tweedie Regressor', 'auc': 0.8155831014419428}]",,,,,,,,,,,,,,,,,,,,,,,
0,"[{'clf': 'Linear SVM', 'auc': 0.7265789695589847}, {'clf': 'RBF SVM', 'auc': 0.7554178261236193}, {'clf': 'Gaussian Process', 'auc': 0.7029260477274644}, {'clf': 'Neural Net', 'auc': 0.7064254996205415}, {'clf': 'AdaBoost', 'auc': 0.7173876380807825}, {'clf': 'Naive Bayes', 'auc': 0.7039379374314867}, {'clf': 'Logistic Regression', 'auc': 0.7116535964246563}, {'clf': 'Ridge Classifier', 'auc': 0.7116535964246563}, {'clf': 'SGD Classifier', 'auc': 0.6753520532928576}, {'clf': 'Lars', 'auc': 0.8052112319757146}, {'clf': 'Linear Regression', 'auc': 0.8052112319757146}, {'clf': 'Ridge', 'auc': 0.8052112319757146}, {'clf': 'Orthogonal Matching Pursuit', 'auc': 0.8052112319757146}, {'clf': 'LassoLars CV', 'auc': 0.8052112319757146}, {'clf': 'LassoLars IC', 'auc': 0.8052112319757146}, {'clf': 'ARD Regression', 'auc': 0.8052112319757146}, {'clf': 'Bayesian Ridge', 'auc': 0.8052112319757146}, {'clf': 'Huber Regressor', 'auc': 0.19478876802428535}, {'clf': 'Theil Sen Regressor', 'auc': 0.8052112319757146}, {'clf': 'Poisson Regressor', 'auc': 0.8052112319757146}, {'clf': 'Tweedie Regressor', 'auc': 0.8052112319757146}]",0.8052112319757146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
